date;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;pH;sulphates;density;wine type;alcohol;quality;store type;country
27-02-2022;7.2;0.645;0;1.9;0.097;15;39;3.37;0.58;0.99675;white;9.2;medium;store;EE.UU.
27-02-2022;7.2;0.63;0;1.9;0.097;14;38;3.37;0.58;0.99675;red;9;medium;store;EE.UU.
27-02-2022;8.2;1;0.09;2.3;0.065;7;37;3.32;0.55;;red;9;medium;bar;EE.UU.
27-02-2022;7.2;0.63;0;1.9;0.097;14;38;3.37;0.58;;white;9;medium;restaurant;EE.UU.
27-02-2022;6.9;0.52;0.25;2.6;0.081;10;37;3.46;0.5;;white;11;medium;store;EE.UU.
27-02-2022;8;0.38;0.06;1.8;0.078;12;49;3.37;0.52;;white;9.9;medium;bar;EE.UU.
28-02-2022;7.7;0.58;0.1;1.8;0.102;28;109;3.08;0.49;;white;9.8;medium;bar;EE.UU.
28-02-2022;12;0.38;0.56;2.1;0.093;6;24;3.14;0.71;0.99925;white;10.9;medium;store;EE.UU.
28-02-2022;8.2;;0.09;2.3;0.065;7;37;3.32;0.55;;red;9;medium;store;EE.UU.
28-02-2022;8.9;0.635;0.37;1.7;0.263;5;62;3;1.09;0.9971;white;9.3;medium;store;EE.UU.
28-02-2022;15;0.21;0.44;2.2;0.075;10;24;3.07;0.84;;red;9.2;high;store;EE.UU.
28-02-2022;15;0.21;0.44;2.2;0.075;10;24;3.07;0.84;;red;9.2;high;store;EE.UU.
01-03-2022;7.3;0.66;0;2;0.084;6;23;3.61;0.96;0.9983;red;9.9;medium;bar;EE.UU.
01-03-2022;8.2;0.6;0.17;2.3;0.072;11;73;3.2;0.45;0.9963;white;9.3;medium;restaurant;EE.UU.
01-03-2022;7.7;0.53;0.06;1.7;0.074;9;39;3.35;0.48;0.99615;red;9.8;medium;store;EE.UU.
01-03-2022;7.1;0.68;0.07;1.9;0.075;16;51;3.38;0.52;;red;9.5;medium;restaurant;EE.UU.
02-03-2022;10.8;0.32;0.44;1.6;0.063;16;37;3.22;0.78;;red;10;medium;bar;EE.UU.
02-03-2022;7.7;0.775;0.42;1.9;0.092;8;86;3.23;0.59;;white;9.5;medium;restaurant;EE.UU.
02-03-2022;7.3;0.66;0;2;0.084;6;23;3.61;0.96;0.9983;red;9.9;medium;restaurant;EE.UU.
02-03-2022;11.1;0.35;0.48;3.1;0.09;5;21;3.17;0.53;;white;10.5;medium;store;EE.UU.
02-03-2022;7.1;0.6;0;1.8;0.074;16;34;3.47;0.7;;red;9.9;medium;store;EE.UU.
03-03-2022;8;0.57;0.23;3.2;0.073;17;119;3.26;0.57;;white;9.3;medium;store;EE.UU.
03-03-2022;7.1;0.6;0;1.8;0.074;16;34;3.47;0.7;;red;9.9;medium;restaurant;EE.UU.
04-03-2022;9.4;0.34;0.37;2.2;0.075;5;13;3.22;0.62;;red;9.2;medium;bar;EE.UU.
05-03-2022;7;0.975;0.04;2;0.087;12;67;3.35;0.6;0.99565;white;9.4;low;restaurant;EE.UU.
05-03-2022;10;0.31;0.47;2.6;0.085;14;33;3.36;0.8;;red;10.5;high;store;EE.UU.
05-03-2022;7.9;0.37;0.23;1.8;0.077;23;49;3.28;0.67;;white;9.3;medium;restaurant;EE.UU.
05-03-2022;7.7;0.41;0.76;1.8;0.611;8;45;3.06;1.26;;white;9.4;medium;bar;EE.UU.
05-03-2022;7.9;0.33;0.23;1.7;0.077;18;45;3.29;0.65;;white;9.3;medium;restaurant;EE.UU.
05-03-2022;6.6;0.695;0;2.1;0.075;12;56;3.49;0.67;0.9968;white;9.2;medium;store;EE.UU.
05-03-2022;8;0.52;0.03;1.7;0.07;10;35;3.34;0.57;;white;10;medium;bar;EE.UU.
06-03-2022;11.8;0.26;0.52;1.8;0.071;6;10;3.2;0.72;;white;10.2;high;bar;EE.UU.
06-03-2022;8.1;0.87;0;3.3;0.096;26;61;3.6;0.72;;red;9.8;low;bar;EE.UU.
06-03-2022;12.5;0.56;0.49;2.4;0.064;5;27;3.08;0.87;;red;10.9;medium;store;EE.UU.
07-03-2022;10.9;0.37;0.58;4;0.071;17;65;3.22;0.78;;red;10.1;medium;restaurant;EE.UU.
07-03-2022;11.5;0.18;0.51;4;0.104;4;23;3.28;0.97;;red;10.1;medium;store;EE.UU.
07-03-2022;8.4;0.715;0.2;2.4;0.076;10;38;3.31;0.64;;white;9.4;medium;restaurant;EE.UU.
07-03-2022;6.9;0.54;0.04;3;0.077;7;27;3.69;0.91;;white;9.4;medium;bar;EE.UU.
07-03-2022;7.9;0.35;0.46;3.6;0.078;15;37;3.35;0.86;0.9973;white;12.8;high;store;EE.UU.
07-03-2022;11.5;0.18;0.51;4;0.104;4;23;3.28;0.97;0.9996;red;10.1;medium;store;EE.UU.
07-03-2022;7.9;0.545;0.06;4;0.087;27;61;3.36;0.67;;white;10.7;medium;store;EE.UU.
08-03-2022;7.5;0.65;0.18;7;0.088;27;94;3.38;0.77;0.99915;red;9.4;medium;bar;EE.UU.
08-03-2022;11.5;0.18;0.51;4;0.104;4;23;3.28;0.97;0.9996;white;10.1;medium;bar;EE.UU.
08-03-2022;6.9;0.54;0.04;3;0.077;7;27;3.69;0.91;;red;9.4;medium;restaurant;EE.UU.
08-03-2022;7.9;0.545;0.06;4;0.087;27;61;3.36;0.67;;red;10.7;medium;restaurant;EE.UU.
08-03-2022;8.9;0.4;0.32;5.6;0.087;10;47;3.38;0.77;;red;10.5;high;store;EE.UU.
08-03-2022;10.3;0.32;0.45;6.4;0.073;5;13;3.23;0.82;;white;12.6;high;store;EE.UU.
09-03-2022;11.4;0.26;0.44;3.6;0.071;6;19;3.12;0.82;;red;9.3;medium;restaurant;EE.UU.
09-03-2022;7.6;0.52;0.12;3;0.067;12;53;3.36;0.57;0.9971;red;9.1;medium;bar;EE.UU.
09-03-2022;7.7;0.27;0.68;3.5;0.358;5;10;3.25;1.08;;white;9.9;high;bar;EE.UU.
09-03-2022;8.9;0.4;0.32;5.6;0.087;10;47;3.38;0.77;;red;10.5;high;restaurant;EE.UU.
10-03-2022;12;0.45;0.55;2;0.073;25;49;3.1;0.76;0.9997;red;10.3;medium;restaurant;EE.UU.
10-03-2022;9.9;0.59;0.07;3.4;0.102;32;71;3.31;0.71;100.015;white;9.8;medium;store;EE.UU.
10-03-2022;9.9;0.59;0.07;3.4;0.102;32;71;3.31;0.71;100.015;red;9.8;medium;bar;EE.UU.
11-03-2022;11.6;0.42;0.53;3.3;0.105;33;98;3.2;0.95;;white;9.2;medium;restaurant;EE.UU.
11-03-2022;8.7;0.52;0.09;2.5;0.091;20;49;3.34;0.86;;red;10.6;high;bar;EE.UU.
11-03-2022;7.5;0.4;0.12;3;0.092;29;53;3.37;0.7;;red;10.3;medium;restaurant;EE.UU.
11-03-2022;8.7;0.52;0.09;2.5;0.091;20;49;3.34;0.86;;white;10.6;high;restaurant;EE.UU.
12-03-2022;10.6;;0.37;2.6;0.086;26;70;3.16;0.52;;red;9.9;medium;store;EE.UU.
12-03-2022;7.2;0.65;0.02;2.3;0.094;5;31;3.67;0.8;;white;9.7;medium;restaurant;EE.UU.
12-03-2022;6.9;0.36;0.25;2.4;0.098;5;16;3.41;0.6;;red;10.1;medium;store;EE.UU.
12-03-2022;13.3;0.34;0.52;3.2;0.094;17;53;3.05;0.81;;red;9.5;medium;bar;EE.UU.
12-03-2022;6.9;0.67;0.06;2.1;0.08;8;33;3.68;0.71;;red;9.6;medium;bar;EE.UU.
12-03-2022;7.1;0.63;0.06;2;0.083;8;29;3.67;0.73;;white;9.6;medium;bar;EE.UU.
12-03-2022;11;0.2;0.48;2;0.343;6;18;3.3;0.71;;white;10.5;medium;store;EE.UU.
12-03-2022;10.4;0.55;0.23;2.7;0.091;18;48;3.22;0.64;;white;10.3;medium;store;EE.UU.
12-03-2022;10.8;0.5;0.46;2.5;0.073;5;27;3.05;0.64;;red;9.5;medium;bar;EE.UU.
13-03-2022;10.3;0.41;0.42;2.4;0.213;6;14;3.19;0.62;0.9994;white;9.5;medium;store;EE.UU.
13-03-2022;11.1;0.18;0.48;1.5;0.068;7;15;3.22;0.64;;red;10.1;medium;bar;EE.UU.
13-03-2022;7.6;0.62;0.32;2.2;0.082;7;54;3.36;0.52;;white;9.4;medium;restaurant;EE.UU.
13-03-2022;8.3;0.705;0.12;2.6;0.092;12;28;3.51;0.72;;red;10;medium;restaurant;EE.UU.
13-03-2022;7.5;0.53;0.06;2.6;0.086;20;44;3.38;0.59;;red;10.7;medium;restaurant;EE.UU.
13-03-2022;8.4;0.65;0.6;2.1;0.112;12;90;3.2;0.52;;red;9.2;medium;restaurant;EE.UU.
13-03-2022;10.3;0.43;0.44;2.4;0.214;5;12;3.19;0.63;;white;9.5;medium;store;EE.UU.
13-03-2022;7.4;0.67;0.12;1.6;0.186;5;21;3.39;0.54;0.996;red;9.5;medium;store;EE.UU.
13-03-2022;10.3;0.53;0.48;2.5;0.063;6;25;3.12;0.59;0.9998;white;9.3;medium;restaurant;EE.UU.
14-03-2022;9;0.46;0.31;2.8;0.093;19;98;3.32;0.63;;white;9.5;medium;restaurant;EE.UU.
14-03-2022;8.6;0.47;0.3;3;0.076;30;135;3.3;0.53;0.9976;red;9.4;medium;bar;EE.UU.
14-03-2022;10.3;0.53;0.48;2.5;0.063;6;25;3.12;0.59;;white;9.3;medium;store;EE.UU.
14-03-2022;7.4;0.29;0.38;1.7;0.062;9;30;3.41;0.53;0.9968;red;9.5;medium;bar;EE.UU.
14-03-2022;7.9;0.53;0.24;2;0.072;15;105;3.27;0.54;0.996;red;9.4;medium;store;EE.UU.
15-03-2022;7.1;0.35;0.29;2.5;0.096;20;53;3.42;0.65;;white;11;medium;bar;EE.UU.
15-03-2022;9.8;0.66;0.39;3.2;0.083;21;59;3.37;0.71;;red;11.5;high;store;EE.UU.
15-03-2022;9.6;0.56;0.23;3.4;0.102;37;92;3.3;0.65;;red;10.1;medium;store;EE.UU.
15-03-2022;7.4;0.36;0.29;2.6;0.087;26;72;3.39;0.68;0.99645;white;11;medium;restaurant;EE.UU.
15-03-2022;9.6;;0.12;2.9;0.082;30;74;3.3;0.64;;white;10.4;medium;store;EE.UU.
16-03-2022;10;0.49;0.2;11;0.071;13;50;3.16;0.69;;red;9.2;medium;restaurant;EE.UU.
16-03-2022;9.6;0.77;0.12;2.9;0.082;30;74;3.3;0.64;0.99865;white;10.4;medium;bar;EE.UU.
16-03-2022;7.8;0.62;0.05;2.3;0.079;6;18;3.29;0.63;;white;9.3;medium;restaurant;EE.UU.
16-03-2022;10;0.49;0.2;11;0.071;13;50;3.16;0.69;;white;9.2;medium;bar;EE.UU.
16-03-2022;10.3;0.59;0.42;2.8;0.09;35;73;3.28;0.7;;white;9.5;medium;restaurant;EE.UU.
16-03-2022;9.8;0.66;0.39;3.2;0.083;21;59;3.37;0.71;0.9989;red;11.5;high;bar;EE.UU.
16-03-2022;9.3;0.61;0.26;3.4;0.09;25;87;3.24;0.62;;red;9.7;medium;store;EE.UU.
17-03-2022;10.3;0.44;0.5;4.5;0.107;5;13;3.28;0.83;;white;11.5;medium;store;EE.UU.
17-03-2022;13.4;0.27;0.62;2.6;0.082;6;21;3.16;0.67;;red;9.7;medium;store;EE.UU.
17-03-2022;10.7;;0.39;2;0.061;7;15;3.18;0.62;;red;9.5;medium;store;EE.UU.
17-03-2022;11.6;0.53;0.66;3.65;0.121;6;14;3.05;0.74;;red;11.5;high;restaurant;EE.UU.
18-03-2022;8.9;0.43;0.45;1.9;0.052;6;16;3.35;0.7;;red;12.5;medium;restaurant;EE.UU.
18-03-2022;10.2;0.36;0.64;2.9;0.122;10;41;3.23;0.66;;red;12.5;medium;bar;EE.UU.
18-03-2022;8;0.58;0.28;3.2;0.066;21;114;3.22;0.54;;red;9.4;medium;restaurant;EE.UU.
18-03-2022;7.9;0.65;0.01;2.5;0.078;17;38;3.34;0.74;;red;11.7;high;bar;EE.UU.
18-03-2022;11.9;0.695;0.53;3.4;0.128;7;21;3.17;0.84;0.9992;white;12.2;high;restaurant;EE.UU.
18-03-2022;10.2;0.36;0.64;2.9;0.122;10;41;3.23;0.66;;white;12.5;medium;store;EE.UU.
18-03-2022;8.4;0.56;0.08;2.1;0.105;16;44;3.13;0.52;;red;11;medium;restaurant;EE.UU.
19-03-2022;12.5;0.28;0.54;2.3;0.082;12;29;3.11;1.36;0.9997;white;9.8;high;bar;EE.UU.
19-03-2022;10.6;0.42;0.48;2.7;0.065;5;18;3.21;0.87;0.9972;white;11.3;medium;restaurant;EE.UU.
19-03-2022;12.2;0.34;0.5;2.4;0.066;10;21;3.12;1.18;;white;9.2;medium;restaurant;EE.UU.
19-03-2022;12.4;0.49;0.58;3;0.103;28;99;3.16;1;10.008;red;11.5;medium;store;EE.UU.
19-03-2022;10.9;0.39;0.47;1.8;0.118;6;14;3.3;0.75;;red;9.8;medium;store;EE.UU.
19-03-2022;7.8;0.43;0.32;2.8;0.08;29;58;3.31;0.64;;white;10.3;medium;restaurant;EE.UU.
20-03-2022;10.9;0.39;0.47;1.8;0.118;6;14;3.3;0.75;;red;9.8;medium;restaurant;EE.UU.
20-03-2022;11.9;0.57;0.5;2.6;0.082;6;32;3.12;0.78;;red;10.7;medium;bar;EE.UU.
21-03-2022;7;0.685;0;1.9;0.067;40;63;3.6;0.81;;white;9.9;medium;restaurant;EE.UU.
22-03-2022;6.6;0.815;0.02;2.7;0.072;17;34;3.58;0.89;;red;12.3;high;restaurant;EE.UU.
22-03-2022;13.8;0.49;0.67;3;0.093;6;15;3.02;0.93;;red;12;medium;restaurant;EE.UU.
22-03-2022;10.7;0.67;0.22;2.7;0.107;17;34;3.28;0.98;;white;9.9;medium;bar;EE.UU.
22-03-2022;9.1;0.785;0;2.6;0.093;11;28;3.36;0.86;;white;9.4;medium;store;EE.UU.
22-03-2022;9.6;0.56;0.31;2.8;0.089;15;46;3.11;0.92;;red;10;medium;bar;EE.UU.
23-03-2022;9.1;0.795;0;2.6;0.096;11;26;3.35;0.83;;red;9.4;medium;bar;EE.UU.
24-03-2022;11.5;0.41;0.52;3;0.08;29;55;3.26;0.88;;red;11;medium;bar;EE.UU.
24-03-2022;7.7;0.665;0;2.4;0.09;8;19;3.27;0.73;;white;9.3;medium;bar;EE.UU.
24-03-2022;6.1;0.21;0.4;1.4;0.066;40.5;165;3.25;0.59;;red;11.9;medium;restaurant;EE.UU.
24-03-2022;6.7;0.75;0.01;2.4;0.078;17;32;3.55;0.61;;red;12.8;medium;bar;EE.UU.
24-03-2022;13.5;0.53;0.79;4.8;0.12;23;77;3.18;0.77;10.018;red;13;medium;bar;EE.UU.
25-03-2022;10.5;0.42;0.66;2.95;0.116;12;29;3.24;0.75;0.997;white;11.7;high;restaurant;EE.UU.
25-03-2022;8.2;0.7;0.23;2;0.099;14;81;3.19;0.7;;red;9.4;medium;restaurant;EE.UU.
25-03-2022;8.6;0.45;0.31;2.6;0.086;21;50;3.37;0.91;0.9982;red;9.9;medium;restaurant;EE.UU.
25-03-2022;11.9;0.43;0.66;3.1;0.109;10;23;3.15;0.85;;white;10.4;high;bar;EE.UU.
25-03-2022;12.6;0.38;0.66;2.6;0.088;10;41;3.17;0.68;;red;9.8;medium;store;EE.UU.
25-03-2022;11.9;0.58;0.66;2.5;0.072;6;37;3.05;0.56;;white;10;medium;restaurant;EE.UU.
26-03-2022;10.4;0.575;0.61;2.6;0.076;11;24;3.16;0.69;;white;9;medium;store;EE.UU.
26-03-2022;12.8;0.615;0.66;5.8;0.083;7;42;3.07;0.73;10.022;red;10;high;store;EE.UU.
26-03-2022;10;0.42;0.5;3.4;0.107;7;21;3.26;0.93;0.9979;red;11.8;medium;restaurant;EE.UU.
26-03-2022;12.5;0.46;0.63;2;0.071;6;15;2.99;0.87;0.9988;red;10.2;medium;bar;EE.UU.
26-03-2022;12.8;0.615;0.66;5.8;0.083;7;42;3.07;0.73;10.022;red;10;high;bar;EE.UU.
27-03-2022;6.9;0.765;0.02;2.3;0.063;35;63;3.57;0.78;;red;9.9;medium;restaurant;EE.UU.
27-03-2022;7.9;0.24;0.4;1.6;0.056;11;25;3.32;0.87;0.9967;white;8.7;medium;store;EE.UU.
27-03-2022;9.4;0.27;0.53;2.4;0.074;6;18;3.2;1.13;;red;12;high;bar;EE.UU.
27-03-2022;10.3;0.34;0.52;2.8;0.159;15;75;3.18;0.64;;red;9.4;medium;restaurant;EE.UU.
28-03-2022;9.1;0.28;0.48;1.8;0.067;26;46;3.32;1.04;0.9967;white;10.6;medium;bar;EE.UU.
01-04-2022;11.5;0.54;0.71;4.4;;6;15;3.01;0.83;0.9984;white;11.8;high;bar;EE.UU.
01-04-2022;7.4;0.55;0.22;2.2;0.106;12;72;3.05;0.63;0.9959;white;9.2;medium;bar;EE.UU.
01-04-2022;11.5;0.45;0.5;3;0.078;19;47;3.26;1.11;10.003;white;11;medium;restaurant;EE.UU.
01-04-2022;14;0.41;0.63;3.8;0.089;6;47;3.01;0.81;10.014;white;10.8;medium;store;EE.UU.
02-04-2022;9.4;0.27;0.53;2.4;0.074;6;18;3.2;1.13;;white;12;high;restaurant;EE.UU.
02-04-2022;13.7;0.415;0.68;2.9;0.085;17;43;3.06;0.8;10.014;red;10;medium;restaurant;EE.UU.
02-04-2022;8.3;0.26;0.42;2;0.08;11;27;3.21;0.8;0.9974;red;9.4;medium;restaurant;EE.UU.
02-04-2022;11.4;0.625;0.66;6.2;0.088;6;24;3.11;0.99;;red;13.3;medium;store;EE.UU.
02-04-2022;8.3;0.42;0.38;2.5;0.094;24;60;3.31;0.7;;red;10.8;medium;bar;EE.UU.
03-04-2022;7.7;0.51;0.28;2.1;0.087;23;54;3.42;0.74;;red;9.2;medium;store;EE.UU.
03-04-2022;8.3;0.26;0.42;2;0.08;11;27;3.21;0.8;;white;9.4;medium;store;EE.UU.
03-04-2022;9.6;0.38;0.31;2.5;0.096;16;49;3.19;0.7;;red;10;high;store;EE.UU.
03-04-2022;7.4;0.63;0.07;2.4;0.09;11;37;3.43;0.76;;red;9.7;medium;bar;EE.UU.
03-04-2022;8.3;0.26;0.42;2;0.08;11;27;3.21;0.8;;red;9.4;medium;restaurant;EE.UU.
03-04-2022;7.8;0.46;0.26;1.9;0.088;23;53;3.43;0.74;;red;9.2;medium;bar;EE.UU.
03-04-2022;8.3;0.66;0.15;1.9;0.079;17;42;3.31;0.54;;red;9.6;medium;restaurant;EE.UU.
03-04-2022;7.8;0.54;0.26;2;0.088;23;48;3.41;0.74;;red;9.2;medium;store;EE.UU.
04-04-2022;5.6;;0.05;1.4;0.045;12;88;3.56;0.82;;red;12.9;high;restaurant;EE.UU.
04-04-2022;13.7;0.415;0.68;2.9;0.085;17;43;3.06;0.8;;red;10;medium;bar;EE.UU.
04-04-2022;9.5;0.37;0.52;2;0.082;6;26;3.18;0.51;;red;9.5;medium;restaurant;EE.UU.
04-04-2022;12.7;0.6;0.65;2.3;0.063;6;25;3.03;0.57;;red;9.9;medium;restaurant;EE.UU.
04-04-2022;8.4;;0.61;2;0.112;13;95;3.16;0.54;;red;9.1;medium;store;EE.UU.
05-04-2022;8.7;0.765;0.22;2.3;;9;42;3.1;0.55;0.9963;white;9.4;medium;restaurant;EE.UU.
05-04-2022;12;0.37;0.76;4.2;0.066;7;38;3.22;0.6;10.004;red;13;high;store;EE.UU.
05-04-2022;7.7;0.26;0.3;1.7;0.059;20;38;3.29;0.47;;red;10.8;medium;bar;EE.UU.
05-04-2022;11.5;0.59;0.59;2.6;0.087;13;49;3.18;0.65;;red;11;medium;store;EE.UU.
05-04-2022;6.6;0.735;0.02;7.9;0.122;68;124;3.47;0.53;;white;9.9;medium;restaurant;EE.UU.
05-04-2022;6.6;0.735;0.02;7.9;0.122;68;124;3.47;0.53;0.9994;white;9.9;medium;bar;EE.UU.
05-04-2022;11.5;0.59;0.59;2.6;0.087;13;49;3.18;0.65;;red;11;medium;restaurant;EE.UU.
06-04-2022;11.4;0.6;0.49;2.7;0.085;10;41;3.15;0.63;;white;10.5;medium;bar;EE.UU.
06-04-2022;12.2;0.48;0.54;2.6;0.085;19;64;3.1;0.61;;red;10.5;medium;bar;EE.UU.
07-04-2022;7.7;0.69;0.05;2.7;0.075;15;27;3.26;0.61;;white;9.1;medium;bar;EE.UU.
07-04-2022;7.1;0.735;0.16;1.9;0.1;15;77;3.27;0.64;;white;9.3;medium;store;EE.UU.
07-04-2022;10.4;0.34;0.58;3.7;0.174;6;16;3.19;0.7;;white;11.3;medium;restaurant;EE.UU.
07-04-2022;9.8;0.44;0.47;2.5;0.063;9;28;3.24;0.65;;white;10.8;medium;bar;EE.UU.
07-04-2022;12;0.39;0.66;3;0.093;12;30;3.18;0.63;;white;10.8;high;bar;EE.UU.
07-04-2022;9;0.43;0.34;2.5;0.08;26;86;3.38;0.62;;white;9.5;medium;store;EE.UU.
07-04-2022;8.7;0.31;0.46;1.4;0.059;11;25;3.36;0.76;;red;10.1;medium;restaurant;EE.UU.
07-04-2022;9.1;0.45;0.35;2.4;0.08;23;78;3.38;0.62;;red;9.5;medium;store;EE.UU.
07-04-2022;12.5;0.46;0.49;4.5;0.07;26;49;3.05;0.57;;red;9.6;low;bar;EE.UU.
08-04-2022;8.6;0.725;0.24;6.6;0.117;31;134;3.32;1.07;10.014;white;9.3;medium;restaurant;EE.UU.
08-04-2022;8.8;0.52;0.34;2.7;0.087;24;122;3.26;0.61;0.9982;red;9.5;medium;restaurant;EE.UU.
08-04-2022;9.9;0.4;0.53;6.7;0.097;6;19;3.27;0.82;;red;11.7;high;store;EE.UU.
09-04-2022;7;;0.12;1.9;0.091;34;124;3.44;0.48;;red;10.5;medium;restaurant;EE.UU.
09-04-2022;10.6;0.48;0.64;2.2;0.111;6;20;3.26;0.66;;white;11.7;medium;store;EE.UU.
10-04-2022;6.8;0.77;0;1.8;0.066;34;52;3.62;0.68;0.9976;red;9.9;medium;store;EE.UU.
10-04-2022;11.9;0.38;0.51;2;0.121;7;20;3.24;0.76;;white;10.4;medium;bar;EE.UU.
10-04-2022;6.6;0.84;0.03;2.3;0.059;32;48;3.52;0.56;;red;12.3;high;bar;EE.UU.
10-04-2022;7.7;0.96;0.2;2;0.047;15;60;3.36;0.44;;red;10.9;medium;bar;EE.UU.
10-04-2022;9.5;0.56;0.33;2.4;0.089;35;67;3.28;0.73;0.9972;white;11.8;high;store;EE.UU.
11-04-2022;6.6;0.84;0.03;2.3;0.059;32;48;3.52;0.56;0.9952;white;12.3;high;bar;EE.UU.
11-04-2022;10.5;0.24;0.47;2.1;0.066;6;24;3.15;0.9;;red;11;high;store;EE.UU.
11-04-2022;7.7;0.96;0.2;2;0.047;15;60;3.36;0.44;;white;10.9;medium;bar;EE.UU.
12-04-2022;6.4;0.67;0.08;2.1;0.045;19;48;3.49;0.49;;red;11.4;medium;store;EE.UU.
12-04-2022;9.5;0.78;0.22;1.9;0.077;6;32;3.26;0.56;;white;10.6;medium;restaurant;EE.UU.
12-04-2022;12.8;0.84;0.63;2.4;0.088;13;35;3.1;0.6;0.9997;red;10.4;medium;restaurant;EE.UU.
12-04-2022;9.1;0.52;0.33;1.3;0.07;9;30;3.24;0.6;;white;9.3;medium;bar;EE.UU.
13-04-2022;12.3;0.39;0.63;2.3;0.091;6;18;3.16;0.49;;white;9.5;medium;bar;EE.UU.
13-04-2022;12.3;0.39;0.63;2.3;0.091;6;18;3.16;0.49;;red;9.5;medium;store;EE.UU.
13-04-2022;7.8;0.55;0.35;2.2;0.074;21;66;3.25;0.56;;white;9.2;medium;bar;EE.UU.
13-04-2022;10.4;0.41;0.55;3.2;0.076;22;54;3.15;0.89;0.9996;red;9.9;medium;store;EE.UU.
13-04-2022;11.9;0.37;0.69;2.3;0.078;12;24;3;0.65;;white;12.8;medium;store;EE.UU.
13-04-2022;10.5;0.24;0.47;2.1;0.066;6;24;3.15;0.9;;red;11;high;bar;EE.UU.
14-04-2022;11.9;0.4;0.65;2.15;0.068;7;27;3.06;0.68;;red;11.3;medium;store;EE.UU.
14-04-2022;8;0.67;0.3;2;0.06;38;62;3.26;0.56;;red;10.2;medium;store;EE.UU.
14-04-2022;7;0.62;0.18;1.5;0.062;7;50;3.08;0.6;;white;9.3;medium;restaurant;EE.UU.
14-04-2022;12.6;0.31;0.72;2.2;0.072;6;29;2.88;0.82;;white;9.8;high;restaurant;EE.UU.
14-04-2022;10.4;0.41;0.55;3.2;0.076;22;54;3.15;0.89;0.9996;white;9.9;medium;store;EE.UU.
14-04-2022;11.1;0.45;0.73;3.2;0.066;6;22;3.17;0.66;;red;11.2;medium;bar;EE.UU.
15-04-2022;15.6;0.685;0.76;3.7;0.1;6;43;2.95;0.68;;white;11.2;high;bar;EE.UU.
15-04-2022;10;0.44;0.49;2.7;0.077;11;19;3.23;0.63;;white;11.6;high;bar;EE.UU.
15-04-2022;5.3;0.57;0.01;1.7;0.054;5;27;3.57;0.84;0.9934;white;12.5;high;restaurant;EE.UU.
16-04-2022;8.6;0.53;0.22;2;0.1;7;27;3.2;0.56;;red;10.2;medium;restaurant;EE.UU.
16-04-2022;11.9;0.39;0.69;2.8;0.095;17;35;3.1;0.61;;white;10.8;medium;store;EE.UU.
16-04-2022;9.5;0.735;0.1;2.1;0.079;6;31;3.23;0.56;;red;10.1;medium;bar;EE.UU.
16-04-2022;12.5;0.38;0.6;2.6;0.081;31;72;3.1;0.73;0.9996;red;10.5;medium;restaurant;EE.UU.
16-04-2022;9.3;0.48;0.29;2.1;0.127;6;16;3.22;0.72;;red;11.2;medium;store;EE.UU.
17-04-2022;8.4;0.37;0.53;1.8;0.413;9;26;3.06;1.06;;red;9.1;medium;bar;EE.UU.
17-04-2022;11.3;0.62;0.67;5.2;0.086;6;19;3.22;0.69;;white;13.4;high;restaurant;EE.UU.
17-04-2022;7;0.23;0.4;1.6;0.063;21;67;3.5;0.63;;white;11.1;medium;store;EE.UU.
17-04-2022;11.9;;0.69;2.8;0.095;17;35;3.1;0.61;;white;10.8;medium;restaurant;EE.UU.
17-04-2022;10.4;0.33;0.63;2.8;0.084;5;22;3.26;0.74;;white;11.2;high;bar;EE.UU.
17-04-2022;6.8;0.56;0.03;1.7;0.084;18;35;3.44;0.63;0.9968;red;10;medium;store;EE.UU.
17-04-2022;8.9;0.59;0.39;2.3;0.095;5;22;3.37;0.58;;red;10.3;medium;restaurant;EE.UU.
17-04-2022;9.2;0.63;0.21;2.7;0.097;29;65;3.28;0.58;0.9988;red;9.6;medium;restaurant;EE.UU.
18-04-2022;9.2;0.43;0.52;2.3;0.083;14;23;3.35;0.61;;white;11.3;medium;restaurant;EE.UU.
18-04-2022;8.3;0.615;0.22;2.6;0.087;6;19;3.26;0.61;;red;9.3;medium;bar;EE.UU.
18-04-2022;11.6;0.58;0.66;2.2;0.074;10;47;3.25;0.57;10.008;white;9;low;bar;EE.UU.
18-04-2022;10.4;0.33;0.63;2.8;0.084;5;22;3.26;0.74;0.9998;white;11.2;high;store;EE.UU.
18-04-2022;11;0.26;0.68;2.55;0.085;10;25;3.18;0.61;;white;11.8;medium;store;EE.UU.
19-04-2022;10;0.29;0.4;2.9;0.098;10;26;3.48;0.91;;red;9.7;medium;store;EE.UU.
19-04-2022;11.5;0.315;0.54;2.1;0.084;5;15;2.98;0.7;0.9987;red;9.2;medium;store;EE.UU.
19-04-2022;8.1;0.66;0.7;2.2;0.098;25;129;3.08;0.53;;white;9;medium;restaurant;EE.UU.
20-04-2022;9.6;0.54;0.42;2.4;0.081;25;52;3.2;0.71;0.997;red;11.4;medium;restaurant;EE.UU.
20-04-2022;8.8;0.46;0.45;2.6;0.065;7;18;3.32;0.79;0.9947;red;14;medium;bar;EE.UU.
